"time","close","high","low","open","volumefrom","volumeto","conversionType","conversionSymbol","ts","timeDate"
1657670400000,20246.12,20326.26,18947.33,19333.17,373596.32,7320692266.18,"direct","",1657670400,"2022-07-13"
1657756800000,20590.82,20885.99,19628.69,20246.12,331670.46,6692494063.94,"direct","",1657756800,"2022-07-14"
1657843200000,20833.51,21190.64,20386.25,20590.82,284550.98,5923201971.57,"direct","",1657843200,"2022-07-15"
1657929600000,21200.24,21574.75,20485.51,20833.51,250486.52,5253651267.26,"direct","",1657929600,"2022-07-16"
1658016000000,20790.21,21669.15,20757.94,21200.24,241751.02,5134415197.52,"direct","",1658016000,"2022-07-17"
1658102400000,22463.61,22759.04,20772.32,20790.21,415232.22,9099942610.33,"direct","",1658102400,"2022-07-18"
1658188800000,23397.66,23781.46,21608.59,22463.61,468535.54,10574154706.32,"direct","",1658188800,"2022-07-19"
1658275200000,23217.64,24265.95,22936.13,23397.66,382368.89,9020739524.24,"direct","",1658275200,"2022-07-20"
1658361600000,23151.9,23423.55,22345.74,23217.64,297080.18,6804472705.28,"direct","",1658361600,"2022-07-21"
1658448000000,22683.95,23750.8,22504.54,23151.9,278529.64,6464608185.07,"direct","",1658448000,"2022-07-22"
1658534400000,22452.53,22997.29,21944.31,22683.95,215083.95,4827163825.42,"direct","",1658534400,"2022-07-23"
1658620800000,22581.96,23004.95,22266.42,22452.53,209364.24,4745847142.2,"direct","",1658620800,"2022-07-24"
1658707200000,21312.9,22664.19,21261.86,22581.96,389765.29,8557853819.64,"direct","",1658707200,"2022-07-25"
1658793600000,21252.45,21339.49,20722.54,21312.9,306307.31,6440717500.46,"direct","",1658793600,"2022-07-26"
1658880000000,22953.06,23037.42,21045.5,21252.45,341717.27,7458198064.88,"direct","",1658880000,"2022-07-27"
1658966400000,23846.88,24191.29,22594.18,22953.06,425300.06,9929629941.85,"direct","",1658966400,"2022-07-28"
1659052800000,23773.45,24416.96,23441.69,23846.88,334673.78,7990483777.12,"direct","",1659052800,"2022-07-29"
1659139200000,23644.76,24642.01,23508.6,23773.45,253087.68,6088804430.31,"direct","",1659139200,"2022-07-30"
1659225600000,23297.91,24191.52,23232.25,23644.76,203567.12,4826888638.47,"direct","",1659225600,"2022-07-31"
1659312000000,23238.76,23501.45,22529.03,23297.91,396357.69,9104585679.38,"direct","",1659312000,"2022-08-01"
1659398400000,22947.4,23400.75,22605.19,23238.76,1258629.2,28977960047.89,"direct","",1659398400,"2022-08-02"
1659484800000,22834.74,24313.26,22675.24,22947.4,786708.19,18288620013.56,"direct","",1659484800,"2022-08-03"
1659571200000,22623.01,23225.79,22417.22,22834.74,248400.12,5672785507.94,"direct","",1659571200,"2022-08-04"
1659657600000,23311.2,23466.4,22593.08,22623.01,296187.94,6839651642.7,"direct","",1659657600,"2022-08-05"
1659744000000,22951.84,23350.25,22915.66,23311.2,122976.5,2850119535.2,"direct","",1659744000,"2022-08-06"
1659830400000,23173.4,23398.55,22852.31,22951.84,124737.11,2879141053.37,"direct","",1659830400,"2022-08-07"
1659916800000,23812.74,24235.44,23155.64,23173.4,273132.77,6516258205.68,"direct","",1659916800,"2022-08-08"
1660003200000,23149,23922.64,22872.36,23812.74,207401.6,4849377190.34,"direct","",1660003200,"2022-08-09"
1660089600000,23953.07,24192.34,22680.29,23149,320662.28,7536005883.76,"direct","",1660089600,"2022-08-10"
1660176000000,23933.82,24887.84,23854.55,23953.07,388248.08,9483340286.3,"direct","",1660176000,"2022-08-11"
1660262400000,24408.07,24451.13,23609.09,23933.82,256821.16,6154259332.86,"direct","",1660262400,"2022-08-12"
1660348800000,24441.2,24885.01,24295.62,24408.07,209290.54,5137100802.42,"direct","",1660348800,"2022-08-13"
1660435200000,24305.34,25035.76,24150.35,24441.2,207728.4,5095566872.76,"direct","",1660435200,"2022-08-14"
1660521600000,24096.42,25202.55,23777.21,24305.34,353747.9,8596943431.14,"direct","",1660521600,"2022-08-15"
1660608000000,23854.48,24244.61,23677.85,24096.42,265213.28,6353919741.29,"direct","",1660608000,"2022-08-16"
1660694400000,23339,24440.49,23184.04,23854.48,301721.75,7158666632.66,"direct","",1660694400,"2022-08-17"
1660780800000,23201.87,23593.42,23122.61,23339,201166.34,4710015322.07,"direct","",1660780800,"2022-08-18"
1660867200000,20834.67,23206.49,20788.6,23201.87,397496.38,8646441203.59,"direct","",1660867200,"2022-08-19"
1660953600000,21138.98,21362.53,20766.03,20834.67,263723.86,5578521490.9,"direct","",1660953600,"2022-08-20"
1661040000000,21515.34,21766.76,21073.24,21138.98,215536.24,4610052906.1,"direct","",1661040000,"2022-08-21"
1661126400000,21412.08,21525.05,20904.23,21515.34,316438.69,6722981012.63,"direct","",1661126400,"2022-08-22"
1661212800000,21526.01,21672.03,20896.17,21412.08,285846.53,6115511937.6,"direct","",1661212800,"2022-08-23"
1661299200000,21368.75,21890.19,21156.54,21526.01,254291.92,5460479061.3,"direct","",1661299200,"2022-08-24"
1661385600000,21563.64,21814.71,21313.41,21368.75,243912.87,5271085023.36,"direct","",1661385600,"2022-08-25"
1661472000000,20241.95,21861.33,20118.98,21563.64,393359.47,8306855545.11,"direct","",1661472000,"2022-08-26"
1661558400000,20037.73,20380.3,19829.36,20241.95,266216.3,5353883585.37,"direct","",1661558400,"2022-08-27"
1661644800000,19559.37,20158.52,19532.25,20037.73,220257.27,4398439204.48,"direct","",1661644800,"2022-08-28"
1661731200000,20290.43,20421.02,19553.97,19559.37,316058.4,6324029744.96,"direct","",1661731200,"2022-08-29"
1661817600000,19809.44,20568.85,19559.67,20290.43,373965.33,7518174012.79,"direct","",1661817600,"2022-08-30"
1661904000000,20047.6,20473.55,19808.98,19809.44,370346.79,7483394101.66,"direct","",1661904000,"2022-08-31"
1661990400000,20131.71,20206.23,19582.43,20047.6,330827.63,6600136039.58,"direct","",1661990400,"2022-09-01"
1662076800000,19952.14,20437.73,19757.26,20131.71,319634.18,6429492578.08,"direct","",1662076800,"2022-09-02"
1662163200000,19832.5,20053.49,19654.7,19952.14,240907.12,4778208429.23,"direct","",1662163200,"2022-09-03"
1662249600000,20003,20027.54,19589.78,19832.5,229534.83,4545264579.67,"direct","",1662249600,"2022-09-04"
1662336000000,19794.78,20053.18,19636.23,20003,297070.62,5881038595.11,"direct","",1662336000,"2022-09-05"
1662422400000,18790.75,20176.25,18672.7,19794.78,479130.36,9378029421.34,"direct","",1662422400,"2022-09-06"
1662508800000,19284.26,19458.9,18525.86,18790.75,388217.23,7346298958.51,"direct","",1662508800,"2022-09-07"
1662595200000,19319.21,19449.58,19016.69,19284.26,353446.51,6801500344.56,"direct","",1662595200,"2022-09-08"
1662681600000,21360.21,21584.97,19292.77,19319.21,556869.4,11587955342.8,"direct","",1662681600,"2022-09-09"
1662768000000,21647.54,21799.92,21115.47,21360.21,383995.77,8218060900.6,"direct","",1662768000,"2022-09-10"
1662854400000,21825.81,21849.56,21361.19,21647.54,362794.71,7838178280.71,"direct","",1662854400,"2022-09-11"
1662940800000,22397.49,22477.09,21544.35,21825.81,512071.37,11326648308.56,"direct","",1662940800,"2022-09-12"
1663027200000,20175.69,22779.75,19895.67,22397.49,547785.38,11805144084.32,"direct","",1663027200,"2022-09-13"
1663113600000,20224.94,20532.54,19619.04,20175.69,466059.14,9415516639.4,"direct","",1663113600,"2022-09-14"
1663200000000,19699.73,20327.09,19522.66,20224.94,457449.76,9141380667.66,"direct","",1663200000,"2022-09-15"
1663286400000,19805.88,19886.32,19342.29,19699.73,387645.26,7629153715.35,"direct","",1663286400,"2022-09-16"
1663372800000,20113.35,20184.38,19750.12,19805.88,276694.59,5521800179.29,"direct","",1663372800,"2022-09-17"
1663459200000,19417.63,20117.1,19340.52,20113.35,364385.48,7218127166.75,"direct","",1663459200,"2022-09-18"
1663545600000,19536.58,19679.69,18278.92,19417.63,531647.85,10084949308.83,"direct","",1663545600,"2022-09-19"
1663632000000,18874.91,19633,18722.65,19536.58,422114.57,8088152173.73,"direct","",1663632000,"2022-09-20"
1663718400000,18462.49,19876.42,18148.06,18874.91,517208.04,9852745406.93,"direct","",1663718400,"2022-09-21"
1663804800000,19399.86,19535.13,18360.36,18462.49,526820.65,10004097781.66,"direct","",1663804800,"2022-09-22"
1663891200000,19291.69,19492.31,18539.98,19399.86,516380.61,9814794524.84,"direct","",1663891200,"2022-09-23"
1663977600000,18923.79,19313.79,18818.12,19291.69,330541.25,6305420857.92,"direct","",1663977600,"2022-09-24"
1664064000000,18808.91,19173.07,18637.51,18923.79,273379.4,5184802678.91,"direct","",1664064000,"2022-09-25"
1664150400000,19223.83,19311.23,18692.28,18808.91,580451.44,11044258169.01,"direct","",1664150400,"2022-09-26"
1664236800000,19103.12,20369.78,18829.11,19223.83,782862.95,15445721127.53,"direct","",1664236800,"2022-09-27"
1664323200000,19413.16,19784.71,18479.83,19103.12,674632.02,12891866093.37,"direct","",1664323200,"2022-09-28"
1664409600000,19590.58,19634.9,18849.91,19413.16,536060.8,10379064196.26,"direct","",1664409600,"2022-09-29"
1664496000000,19423.94,20180.45,19175.88,19590.58,577032.64,11289063813.58,"direct","",1664496000,"2022-09-30"
1664582400000,19311.58,19481.53,19173.33,19423.94,238316.75,4605022933.56,"direct","",1664582400,"2022-10-01"
1664668800000,19052.19,19394.67,18925.77,19311.58,283571.27,5444924364.53,"direct","",1664668800,"2022-10-02"
1664755200000,19626.49,19708.24,18968.92,19052.19,403231.5,7792365578.8,"direct","",1664755200,"2022-10-03"
1664841600000,20338.38,20457.43,19495.79,19626.49,470141.37,9394349671.12,"direct","",1664841600,"2022-10-04"
1664928000000,20157.69,20358.66,19740.91,20338.38,426447.96,8571967589,"direct","",1664928000,"2022-10-05"
1665014400000,19956.37,20451.98,19862.74,20157.69,445976.96,8987879923.9,"direct","",1665014400,"2022-10-06"
1665100800000,19530.74,20058.4,19332.71,19956.37,333701.69,6578388882.62,"direct","",1665100800,"2022-10-07"
1665187200000,19416.52,19621.5,19258,19530.74,173697.62,3382988501.05,"direct","",1665187200,"2022-10-08"
1665273600000,19440.65,19552.94,19320.51,19416.52,192365.91,3740878056.61,"direct","",1665273600,"2022-10-09"
1665360000000,19134.42,19521.63,19033.73,19440.65,324518.27,6264243780.27,"direct","",1665360000,"2022-10-10"
1665446400000,19059.8,19266.12,18868.88,19134.42,363647.05,6933500339.34,"direct","",1665446400,"2022-10-11"
1665532800000,19154.88,19230.49,18983.13,19059.8,313101.96,5984444685.22,"direct","",1665532800,"2022-10-12"
1665619200000,19378.72,19506.48,18245.71,19154.88,544436.02,10291028527.63,"direct","",1665619200,"2022-10-13"
1665705600000,19179.04,19946.51,19079.96,19378.72,503469.89,9841143534.28,"direct","",1665705600,"2022-10-14"
1665792000000,19065.8,19225.32,18985.42,19179.04,189542.98,3626838143.74,"direct","",1665792000,"2022-10-15"
1665878400000,19263.27,19423.89,19064.48,19065.8,210609.85,4042149568.63,"direct","",1665878400,"2022-10-16"
1665964800000,19548.83,19667.77,19156.51,19263.27,344603.67,6697685025.77,"direct","",1665964800,"2022-10-17"
1666051200000,19329.32,19697.84,19097.52,19548.83,388009.75,7551329421.21,"direct","",1666051200,"2022-10-18"
1666137600000,19123.37,19356.24,19082.36,19329.32,289949.78,5569090649.01,"direct","",1666137600,"2022-10-19"
1666224000000,19042.88,19337.74,18919.12,19123.37,328189.62,6277434181.19,"direct","",1666224000,"2022-10-20"
1666310400000,19163.25,19247.47,18694.9,19042.88,365579.28,6960315485.42,"direct","",1666310400,"2022-10-21"
1666396800000,19204.54,19254.55,19114.09,19163.25,157979.51,3029804944.65,"direct","",1666396800,"2022-10-22"
1666483200000,19569.76,19689.14,19084.89,19204.54,231776.05,4484308299,"direct","",1666483200,"2022-10-23"
1666569600000,19330.16,19592.54,19166.86,19569.76,353310.57,6837188605.68,"direct","",1666569600,"2022-10-24"
1666656000000,20080.4,20401.73,19240.39,19330.16,437298.1,8645215757.87,"direct","",1666656000,"2022-10-25"
1666742400000,20763.38,21003.61,20057.1,20080.4,538583.73,11088871553.2,"direct","",1666742400,"2022-10-26"
1666828800000,20294,20869.18,20213.3,20763.38,460261.83,9483791984.02,"direct","",1666828800,"2022-10-27"
1666915200000,20594.36,20744.95,20022.37,20294,412521.55,8405827457.03,"direct","",1666915200,"2022-10-28"
1667001600000,20809.69,21069.54,20557.12,20594.36,379685.2,7898690272.77,"direct","",1667001600,"2022-10-29"
1667088000000,20627.01,20930.07,20517.2,20809.69,296255.04,6138044360.09,"direct","",1667088000,"2022-10-30"
1667174400000,20491.46,20833.95,20245.99,20627.01,415753.4,8526592094.76,"direct","",1667174400,"2022-10-31"
1667260800000,20480.3,20691.68,20336.59,20491.46,377747.58,7745892470.09,"direct","",1667260800,"2022-11-01"
1667347200000,20150.77,20792.95,20061.49,20480.3,446956.21,9131800298.03,"direct","",1667347200,"2022-11-02"
1667433600000,20207.07,20389.28,20035.14,20150.77,387524.49,7844241568.57,"direct","",1667433600,"2022-11-03"
1667520000000,21148.69,21281.28,20182,20207.07,573334.94,11891269161.14,"direct","",1667520000,"2022-11-04"
1667606400000,21299.22,21475,21084.12,21148.69,327431.26,6985585934.12,"direct","",1667606400,"2022-11-05"
1667692800000,20908.87,21361.95,20891.13,21299.22,306349.35,6496141280.03,"direct","",1667692800,"2022-11-06"
1667779200000,20588.56,21067.62,20394.24,20908.87,488496.58,10142965865.34,"direct","",1667779200,"2022-11-07"
1667865600000,18569.94,20676.56,17396.89,20588.56,913355.25,17746959456.88,"direct","",1667865600,"2022-11-08"
1667952000000,15915.02,18588.03,15601.51,18569.94,963915.43,16742522969.7,"direct","",1667952000,"2022-11-09"
1668038400000,17602.86,18164.59,15763.38,15915.02,792056.39,13453375037.81,"direct","",1668038400,"2022-11-10"
1668124800000,17060.62,17690.15,16430.88,17602.86,544393,9301623582.88,"direct","",1668124800,"2022-11-11"
1668211200000,16801.1,17119.44,16647.11,17060.62,243057.65,4097751537.07,"direct","",1668211200,"2022-11-12"
1668297600000,16334.15,16950.01,16239.4,16801.1,210897.25,3505312820.57,"direct","",1668297600,"2022-11-13"
1668384000000,16618.98,17183.73,15820.63,16334.15,433570.56,7153901476.11,"direct","",1668384000,"2022-11-14"
1668470400000,16898.94,17128.45,16530.78,16618.98,332850.46,5607901303.89,"direct","",1668470400,"2022-11-15"
1668556800000,16667.95,17009.08,16383.98,16898.94,308739.05,5149780999.61,"direct","",1668556800,"2022-11-16"
1668643200000,16696.12,16747.42,16414.26,16667.95,256244.53,4253373513.59,"direct","",1668643200,"2022-11-17"
1668729600000,16699.58,17007,16548.17,16696.12,246293.92,4125779348.8,"direct","",1668729600,"2022-11-18"
1668816000000,16702.31,16820.19,16556.31,16699.58,122208.58,2034732932.17,"direct","",1668816000,"2022-11-19"
1668902400000,16282.55,16751.9,16185.11,16702.31,175620.4,2904767907.8,"direct","",1668902400,"2022-11-20"
1668988800000,15779.19,16309.28,15483.76,16282.55,378580.74,6060855907.19,"direct","",1668988800,"2022-11-21"
1669075200000,16222.67,16308.22,15618.44,15779.19,286408.2,4571572730.92,"direct","",1669075200,"2022-11-22"
1669161600000,16606.27,16698.93,16161.87,16222.67,306756.16,5057824671.18,"direct","",1669161600,"2022-11-23"
1669248000000,16599.37,16810.29,16463.18,16606.27,243047.42,4037979019.31,"direct","",1669248000,"2022-11-24"
1669334400000,16522.5,16652.37,16346.11,16599.37,211721.49,3492117245.99,"direct","",1669334400,"2022-11-25"
1669420800000,16457.24,16698.5,16387.07,16522.5,207088.67,3430845038.61,"direct","",1669420800,"2022-11-26"
1669507200000,16428.58,16599.31,16403.75,16457.24,182381.1,3015693574.4,"direct","",1669507200,"2022-11-27"
1669593600000,16213.25,16486.22,15997.78,16428.58,291461.52,4724878746.18,"direct","",1669593600,"2022-11-28"
1669680000000,16442.84,16545.47,16100.45,16213.25,282852.79,4642731439.99,"direct","",1669680000,"2022-11-29"
1669766400000,17164.26,17236.26,16428.47,16442.84,358701.98,6064379417.86,"direct","",1669766400,"2022-11-30"
1669852800000,16969.74,17308.57,16858.97,17164.26,273382.12,4665594086.79,"direct","",1669852800,"2022-12-01"
1669939200000,17090.83,17104.2,16798.79,16969.74,238717.69,4048686701.02,"direct","",1669939200,"2022-12-02"
1670025600000,16885.11,17178.1,16860.73,17090.83,177880.68,3018527532.51,"direct","",1670025600,"2022-12-03"
1670112000000,17106.45,17195.59,16878.61,16885.11,205903.66,3504932379.51,"direct","",1670112000,"2022-12-04"
1670198400000,16966.47,17415.94,16871.73,17106.45,284862.47,4893686594.28,"direct","",1670198400,"2022-12-05"
1670284800000,17088.11,17104.4,16912.74,16966.47,265390.61,4511791216.98,"direct","",1670284800,"2022-12-06"
1670371200000,16837.41,17138.04,16688.79,17088.11,249281.3,4205871587.87,"direct","",1670371200,"2022-12-07"
1670457600000,17224.94,17295.76,16736.81,16837.41,266142.8,4513738448.68,"direct","",1670457600,"2022-12-08"
1670544000000,17129.3,17353.49,17065.84,17224.94,262313,4508597516.64,"direct","",1670544000,"2022-12-09"
1670630400000,17128.71,17226.99,17093.94,17129.3,155349.53,2665484332.72,"direct","",1670630400,"2022-12-10"
1670716800000,17091.84,17268.6,17072.55,17128.71,172417.45,2957557800.33,"direct","",1670716800,"2022-12-11"
1670803200000,17208.86,17239.67,16873.66,17091.84,254976.13,4333756284.94,"direct","",1670803200,"2022-12-12"
1670889600000,17777.69,17974.63,17080.97,17208.86,334768.28,5869619310.56,"direct","",1670889600,"2022-12-13"
1670976000000,17803.88,18377.21,17666.09,17777.69,326737.83,5858377958.71,"direct","",1670976000,"2022-12-14"
1671062400000,17358.27,17852.69,17280.4,17803.88,263933.9,4628778689.84,"direct","",1671062400,"2022-12-15"
1671148800000,16628.34,17528.75,16532.29,17358.27,309160.93,5258340755.67,"direct","",1671148800,"2022-12-16"
1671235200000,16777.53,16795.34,16582.86,16628.34,174493.39,2913136769.07,"direct","",1671235200,"2022-12-17"
1671321600000,16740.44,16857.85,16663.66,16777.53,125475.58,2099844330.11,"direct","",1671321600,"2022-12-18"
1671408000000,16442.06,16814.92,16273.43,16740.44,212168.27,3530843800.53,"direct","",1671408000,"2022-12-19"
1671494400000,16895.38,17057,16398.67,16442.06,293181.26,4922503316.13,"direct","",1671494400,"2022-12-20"
1671580800000,16821.27,16923.87,16729.14,16895.38,180108.8,3030592488.81,"direct","",1671580800,"2022-12-21"
1671667200000,16821.04,16867.25,16561.74,16821.27,202999.28,3401222707.75,"direct","",1671667200,"2022-12-22"
1671753600000,16779.14,16934.99,16741.81,16821.04,186651.28,3141497902.66,"direct","",1671753600,"2022-12-23"
1671840000000,16836.36,16866.41,16777.39,16779.14,114752.37,1931245363.65,"direct","",1671840000,"2022-12-24"
1671926400000,16830.94,16856.65,16724,16836.36,141673.66,2381611801.98,"direct","",1671926400,"2022-12-25"
1672012800000,16916.52,16942.59,16792.3,16830.94,139205.76,2345774560.15,"direct","",1672012800,"2022-12-26"
1672099200000,16705.17,16971.14,16595.46,16916.52,199437.2,3349719286.89,"direct","",1672099200,"2022-12-27"
1672185600000,16547.02,16783.44,16467.18,16705.17,222246.15,3696539234.59,"direct","",1672185600,"2022-12-28"
1672272000000,16639.28,16662.86,16490.01,16547.02,187929.25,3118327422.63,"direct","",1672272000,"2022-12-29"
1672358400000,16608.35,16668.8,16341.06,16639.28,190047.97,3142057951.4,"direct","",1672358400,"2022-12-30"
1672444800000,16542.13,16643.14,16472.79,16608.35,130123.46,2156044244.91,"direct","",1672444800,"2022-12-31"
1672531200000,16617.01,16627.44,16499.59,16542.13,106879.82,1769584999.69,"direct","",1672531200,"2023-01-01"
1672617600000,16673.45,16792.16,16549.19,16617.01,145141.19,2422891486.81,"direct","",1672617600,"2023-01-02"
1672704000000,16674.77,16776.82,16606.46,16673.45,180422.6,3011416340.23,"direct","",1672704000,"2023-01-03"
1672790400000,16850.95,16990.52,16653.54,16674.77,244344.06,4113628918.33,"direct","",1672790400,"2023-01-04"
1672876800000,16830.31,16878.99,16755.43,16850.95,179055.01,3013269621.56,"direct","",1672876800,"2023-01-05"
1672963200000,16950.72,17037.94,16685.46,16830.31,228923.16,3852552683.13,"direct","",1672963200,"2023-01-06"
1673049600000,16943.6,16981.56,16908.35,16950.72,112578.22,1906540657.53,"direct","",1673049600,"2023-01-07"
1673136000000,17127.76,17172.01,16911.15,16943.6,147457.61,2500851744.12,"direct","",1673136000,"2023-01-08"
1673222400000,17180.26,17397.83,17105.28,17127.76,300228.29,5176685683.8,"direct","",1673222400,"2023-01-09"
1673308800000,17439.95,17497.24,17147.13,17180.26,247064.84,4273684109.84,"direct","",1673308800,"2023-01-10"
1673395200000,17935.28,17991.16,17316.64,17439.95,289406.45,5063976279.11,"direct","",1673395200,"2023-01-11"
1673481600000,18845.28,19110.32,17908.53,17935.28,526774.05,9678995613.42,"direct","",1673481600,"2023-01-12"
1673568000000,19923.76,19996.03,18716.84,18845.28,416262.63,7976021134.96,"direct","",1673568000,"2023-01-13"
1673654400000,20947.16,21181.82,19889.32,19923.76,477742.75,9924793230.37,"direct","",1673654400,"2023-01-14"
1673740800000,20878.19,21047.9,20558.11,20947.16,216393.49,4497028540.14,"direct","",1673740800,"2023-01-15"
1673827200000,21186.31,21464.56,20629.12,20878.19,341971.46,7197328675.98,"direct","",1673827200,"2023-01-16"
1673913600000,21135.08,21629.33,20854.55,21186.31,318537.14,6755173262.17,"direct","",1673913600,"2023-01-17"
1674000000000,20678.88,21639.65,20427.36,21135.08,406627.55,8571786936.37,"direct","",1674000000,"2023-01-18"
1674086400000,21072.07,21189.96,20662.02,20678.88,279814.71,5835673928.31,"direct","",1674086400,"2023-01-19"
1674172800000,22666.52,22751.17,20864.96,21072.07,374355.39,8040242219.31,"direct","",1674172800,"2023-01-20"
1674259200000,22783.22,23359.36,22429.43,22666.52,392190.79,8988657860.61,"direct","",1674259200,"2023-01-21"
1674345600000,22708.92,23076.33,22302.66,22783.22,286450.04,6523534513.49,"direct","",1674345600,"2023-01-22"
1674432000000,22916.84,23175.3,22526.55,22708.92,327610.85,7480803244.47,"direct","",1674432000,"2023-01-23"
1674518400000,22629.91,23161.31,22472.41,22916.84,324671.71,7443343503.83,"direct","",1674518400,"2023-01-24"
1674604800000,23055.96,23771.67,22308.81,22629.91,384965.26,8765974861.86,"direct","",1674604800,"2023-01-25"
1674691200000,23008.34,23280.64,22855.06,23055.96,314469.47,7253709291.51,"direct","",1674691200,"2023-01-26"
1674777600000,23074.1,23497.84,22546.3,23008.34,312031.45,7179312472.46,"direct","",1674777600,"2023-01-27"
1674864000000,23022.06,23187.26,22880.67,23074.1,161993.15,3728420947.51,"direct","",1674864000,"2023-01-28"
1674950400000,23745.43,23959.31,22968.49,23022.06,325480.17,7641496843.16,"direct","",1674950400,"2023-01-29"
1675036800000,22831.87,23799.6,22516.9,23745.43,334861.62,7772481250.37,"direct","",1675036800,"2023-01-30"
1675123200000,23126.7,23312.54,22716.78,22831.87,285063.51,6553116299.37,"direct","",1675123200,"2023-01-31"
1675209600000,23717.01,23809.34,22789.89,23126.7,334915.08,7773336300.05,"direct","",1675209600,"2023-02-01"
1675296000000,23450.79,24249.6,23375.42,23717.01,397860.84,9476089586.16,"direct","",1675296000,"2023-02-02"
1675382400000,23431.02,23711.83,23208.22,23450.79,356523.17,8368578358.49,"direct","",1675382400,"2023-02-03"
1675468800000,23328.47,23585.64,23255.45,23431.02,176649.49,4133034975.52,"direct","",1675468800,"2023-02-04"
1675555200000,22929.79,23432.07,22751.78,23328.47,225908.51,5227165937.35,"direct","",1675555200,"2023-02-05"
1675641600000,22760.09,23154.57,22634.73,22929.79,286738.18,6565158413.91,"direct","",1675641600,"2023-02-06"
1675728000000,23254.43,23339.68,22746.19,22760.09,329237.81,7574564114.23,"direct","",1675728000,"2023-02-07"
1675814400000,22962.57,23447.13,22669.18,23254.43,299571.73,6907504193.3,"direct","",1675814400,"2023-02-08"
1675900800000,21793.48,23010.27,21692.28,22962.57,440874.53,9901823510.4,"direct","",1675900800,"2023-02-09"
1675987200000,21626.81,21937.44,21456.83,21793.48,363408.72,7909106469.33,"direct","",1675987200,"2023-02-10"
1676073600000,21861.87,21905.43,21600.87,21626.81,187154.2,4061932218.84,"direct","",1676073600,"2023-02-11"
1676160000000,21783.14,22089.32,21634.87,21861.87,219072.51,4789996802.73,"direct","",1676160000,"2023-02-12"
1676246400000,21771.03,21893.74,21358.67,21783.14,322751.63,6989583230.48,"direct","",1676246400,"2023-02-13"
1676332800000,22202.05,22286.78,21551.19,21771.03,371839.96,8152027199.79,"direct","",1676332800,"2023-02-14"
1676419200000,24328.48,24367.61,22048.09,22202.05,417974.07,9584253862.83,"direct","",1676419200,"2023-02-15"
1676505600000,23522.43,25183,23507.74,24328.48,496010.83,12202278692.18,"direct","",1676505600,"2023-02-16"
1676592000000,24573.96,25006.92,23342.39,23522.43,545417.01,13142292685.93,"direct","",1676592000,"2023-02-17"
1676678400000,24631.99,24868.04,24438.1,24573.96,236082.52,5811709880.44,"direct","",1676678400,"2023-02-18"
1676764800000,24279.51,25183.2,24202.36,24631.99,329559.98,8127818189.48,"direct","",1676764800,"2023-02-19"
1676851200000,24842.85,25094.22,23844.96,24279.51,379186.33,9356725032.2,"direct","",1676851200,"2023-02-20"
1676937600000,24443.55,25241.4,24153.96,24842.85,406131.86,10025322468.87,"direct","",1676937600,"2023-02-21"
1677024000000,24182.66,24475.28,23577.15,24443.55,403704.64,9683728672.39,"direct","",1677024000,"2023-02-22"
1677110400000,23938.38,24598.91,23618.01,24182.66,424964.42,10235224190.31,"direct","",1677110400,"2023-02-23"
1677196800000,23186.68,24129.86,22857.56,23938.38,369562.41,8697510612.79,"direct","",1677196800,"2023-02-24"
1677283200000,23156.77,23218.68,22728.26,23184.68,207170.83,4771296404.77,"direct","",1677283200,"2023-02-25"
1677369600000,23555.58,23688.83,23060.04,23156.77,217799.3,5077145861.77,"direct","",1677369600,"2023-02-26"
1677456000000,23491.07,23896.83,23110.31,23555.58,308990.88,7253294844.36,"direct","",1677456000,"2023-02-27"
1677542400000,23141,23599.39,23021.78,23491.07,281196.18,6571279492.19,"direct","",1677542400,"2023-02-28"
1677628800000,23632.42,23998.98,23020.91,23141,337817.71,7973681797.18,"direct","",1677628800,"2023-03-01"
1677715200000,23465.3,23786.81,23203.68,23632.42,257643.85,6032885647.59,"direct","",1677715200,"2023-03-02"
1677801600000,22354.74,23476.59,21980,23465.3,361447.4,8096393358.25,"direct","",1677801600,"2023-03-03"
1677888000000,22346.7,22409.34,22157.64,22354.74,129015.43,2879509175.09,"direct","",1677888000,"2023-03-04"
1677974400000,22430.78,22660.58,22190.36,22346.7,165867.38,3720363230.12,"direct","",1677974400,"2023-03-05"
1678060800000,22409.62,22601.41,22260.17,22430.78,218523.56,4900365750.34,"direct","",1678060800,"2023-03-06"
1678147200000,22198.7,22556.03,21929.17,22409.62,317703.63,7077903245.49,"direct","",1678147200,"2023-03-07"
1678233600000,21705.11,22285.69,21583.23,22198.7,327893.14,7222469486.52,"direct","",1678233600,"2023-03-08"
1678320000000,20361.63,21834.28,20044.47,21705.11,498502.83,10555660990.2,"direct","",1678320000,"2023-03-09"
1678406400000,20151.79,20367.61,19553.84,20361.63,709770.37,14167636366.84,"direct","",1678406400,"2023-03-10"
1678492800000,20457.07,20684.01,19767.9,20151.79,501818.71,10148748967.46,"direct","",1678492800,"2023-03-11"
1678579200000,21996.49,22136.65,20274.46,20457.07,488601.26,10191804079.62,"direct","",1678579200,"2023-03-12"
1678665600000,24113.04,24490.89,21814.8,21996.49,807011.81,18584771155.99,"direct","",1678665600,"2023-03-13"
1678752000000,24672.07,26386.15,23980.75,24113.04,820282.46,20493234370,"direct","",1678752000,"2023-03-14"
