"time","close","high","low","open","volumefrom","volumeto","conversionType","conversionSymbol","ts","timeDate"
1642118400000,43062.07,43434,41771.18,42570.38,83442.68,3558057951.22,"direct","",1642118400,"2022-01-14"
1642204800000,43080.79,43785.25,42580.4,43062.07,59301.36,2556546664.08,"direct","",1642204800,"2022-01-15"
1642291200000,43069.7,43458,42601.92,43080.79,56293.1,2424501554.28,"direct","",1642291200,"2022-01-16"
1642377600000,42202.55,43173.14,41549.75,43069.7,72197.27,3065980722.07,"direct","",1642377600,"2022-01-17"
1642464000000,42350,42662.9,41288.76,42202.55,75340.82,3156427657.05,"direct","",1642464000,"2022-01-18"
1642550400000,41662.93,42557.02,41151.73,42350,88835.47,3719421179.2,"direct","",1642550400,"2022-01-19"
1642636800000,40703.85,43488.93,40568.34,41662.93,105935.74,4466178752.74,"direct","",1642636800,"2022-01-20"
1642723200000,36455.21,41094.88,35466.5,40703.85,203581.52,7811046448.11,"direct","",1642723200,"2022-01-21"
1642809600000,35058.15,36801.99,34097.96,36455.21,207272.91,7349446047.7,"direct","",1642809600,"2022-01-22"
1642896000000,36249.92,36485.79,34620.61,35058.15,131311.68,4657797002.03,"direct","",1642896000,"2022-01-23"
1642982400000,36666.44,37500.93,32954.17,36249.92,221422.5,7703298428.86,"direct","",1642982400,"2022-01-24"
1643068800000,36948.15,37527.86,35711.21,36666.44,119778.2,4374689952.19,"direct","",1643068800,"2022-01-25"
1643155200000,36799.57,38819.07,36261.14,36948.15,148368.92,5582817113.8,"direct","",1643155200,"2022-01-26"
1643241600000,37169.2,37217.18,35518.79,36799.57,115703.45,4203279882.46,"direct","",1643241600,"2022-01-27"
1643328000000,37715.34,37996.34,36165.43,37169.2,97309.95,3601415011.61,"direct","",1643328000,"2022-01-28"
1643414400000,38159.07,38661.15,37326.74,37715.34,65767.59,2491894554.39,"direct","",1643414400,"2022-01-29"
1643500800000,37896.15,38335.93,37367.35,38159.07,52103.68,1975931041.45,"direct","",1643500800,"2022-01-30"
1643587200000,38465.52,38724.99,36650.16,37896.15,83659.39,3147837733.56,"direct","",1643587200,"2022-01-31"
1643673600000,38697.85,39233.14,38009.14,38465.52,78750.79,3038640206.95,"direct","",1643673600,"2022-02-01"
1643760000000,36894.86,38852.65,36653.59,38697.85,79592.16,3009259330.43,"direct","",1643760000,"2022-02-02"
1643846400000,37304.09,37327.27,36261.34,36894.86,80974.07,2975973653.07,"direct","",1643846400,"2022-02-03"
1643932800000,41554.21,41702.73,37029.74,37304.09,132625.19,5176848650.95,"direct","",1643932800,"2022-02-04"
1644019200000,41386.58,41894.47,40942.76,41554.21,72725.87,3017680741.54,"direct","",1644019200,"2022-02-05"
1644105600000,42376.85,42614.9,41134.31,41386.58,51435.16,2143482959.89,"direct","",1644105600,"2022-02-06"
1644192000000,43829.37,44471.67,41661.17,42376.85,112699.29,4864388116.51,"direct","",1644192000,"2022-02-07"
1644278400000,44035.53,45445.6,42680.96,43829.37,133864.27,5876999198.3,"direct","",1644278400,"2022-02-08"
1644364800000,44372.35,44792.86,43131.01,44035.53,80720.3,3545436023.53,"direct","",1644364800,"2022-02-09"
1644451200000,43493.51,45783.15,43205.56,44372.35,130822.88,5812738362.1,"direct","",1644451200,"2022-02-10"
1644537600000,42374.1,43909.11,41957.86,43493.51,109928.26,4739930337.22,"direct","",1644537600,"2022-02-11"
1644624000000,42211.92,43015.09,41747.44,42374.1,65058.05,2751510874.95,"direct","",1644624000,"2022-02-12"
1644710400000,42055.37,42748.34,41871.58,42211.92,47499.27,2010618690.88,"direct","",1644710400,"2022-02-13"
1644796800000,42533.78,42821.73,41574.71,42055.37,82788.05,3497559537.13,"direct","",1644796800,"2022-02-14"
1644883200000,44542.17,44745.31,42436.27,42533.78,87923.5,3859601315.16,"direct","",1644883200,"2022-02-15"
1644969600000,43877.25,44548.54,43338.6,44542.17,67624.07,2971510355.47,"direct","",1644969600,"2022-02-16"
1645056000000,40514.26,44157.37,40091.82,43877.25,108879.32,4597292729.18,"direct","",1645056000,"2022-02-17"
1645142400000,39980.82,40941.71,39463.68,40514.26,98304.69,3960130213.1,"direct","",1645142400,"2022-02-18"
1645228800000,40079.42,40431.64,39645.76,39980.82,45979.48,1840226772.23,"direct","",1645228800,"2022-02-19"
1645315200000,38381.3,40118.28,38018.88,40079.42,76267.52,2951661899.85,"direct","",1645315200,"2022-02-20"
1645401600000,37008.36,39463.01,36834.67,38381.3,142432.37,5444575237.85,"direct","",1645401600,"2022-02-21"
1645488000000,38237.75,38420.42,36368.02,37008.36,118577.77,4435220441.42,"direct","",1645488000,"2022-02-22"
1645574400000,37251.78,39229.91,37079.86,38237.75,98080.3,3750429903.43,"direct","",1645574400,"2022-02-23"
1645660800000,38327.08,39140.55,34336.45,37251.78,240011.65,8651842308.96,"direct","",1645660800,"2022-02-24"
1645747200000,39215.42,39665.87,38025.85,38327.08,114086.32,4432371000.22,"direct","",1645747200,"2022-02-25"
1645833600000,39113.79,40247.57,38582.13,39215.42,64879,2546260856.82,"direct","",1645833600,"2022-02-26"
1645920000000,37695.27,39833.57,37030.9,39113.79,100748.07,3882810087.99,"direct","",1645920000,"2022-02-27"
1646006400000,43175.53,43823.31,37455.39,37695.27,151430.41,6082826196.8,"direct","",1646006400,"2022-02-28"
1646092800000,44412.04,44925.79,42879.41,43175.53,136531,5974200848.99,"direct","",1646092800,"2022-03-01"
1646179200000,43901.28,45211.46,43349.44,44412.04,124767.14,5507205978.67,"direct","",1646179200,"2022-03-02"
1646265600000,42456.5,44080.26,41845.55,43901.28,102642.67,4415765773.31,"direct","",1646265600,"2022-03-03"
1646352000000,39141.86,42516.36,38572.84,42456.5,135337.62,5523899812.46,"direct","",1646352000,"2022-03-04"
1646438400000,39393.74,39594.73,38589.05,39141.86,68974.93,2698335806.09,"direct","",1646438400,"2022-03-05"
1646524800000,38408.86,39668.96,38107.29,39393.74,87814.33,3416186356.36,"direct","",1646524800,"2022-03-06"
1646611200000,38028.38,39531.55,37165.41,38408.86,139639.58,5344728510.48,"direct","",1646611200,"2022-03-07"
1646697600000,38737.76,39353.52,37882.94,38028.38,122094.16,4721150588.18,"direct","",1646697600,"2022-03-08"
1646784000000,41947.74,42561.73,38658.46,38737.76,145054,6016501063.18,"direct","",1646784000,"2022-03-09"
1646870400000,39424.07,42031.39,38677.86,41947.74,154162.12,6112798056.82,"direct","",1646870400,"2022-03-10"
1646956800000,38735.47,40212.51,38242.97,39424.07,130559.48,5099872513.75,"direct","",1646956800,"2022-03-11"
1647043200000,38808.78,39408.78,38682.06,38735.47,55877.06,2184685420.23,"direct","",1647043200,"2022-03-12"
1647129600000,37786.22,39289.5,37597.88,38808.78,69069.28,2673964111.1,"direct","",1647129600,"2022-03-13"
1647216000000,39673.12,39768.82,37581.47,37786.22,96797.95,3756918931.09,"direct","",1647216000,"2022-03-14"
1647302400000,39308.63,39847.7,38193.02,39673.12,96270.62,3756744297.4,"direct","",1647302400,"2022-03-15"
1647388800000,41113.43,41512.49,38929.13,39308.63,168194.11,6776742099.82,"direct","",1647388800,"2022-03-16"
1647475200000,40918.21,41435.31,40579.18,41113.43,80149.15,3278700749.98,"direct","",1647475200,"2022-03-17"
1647561600000,41760.04,42292.23,40221.54,40918.21,85807.33,3518519802.7,"direct","",1647561600,"2022-03-18"
1647648000000,42200.15,42351.96,41530.62,41760.04,60228.5,2521106778.32,"direct","",1647648000,"2022-03-19"
1647734400000,41252.55,42278.31,40927.79,42200.15,63457.33,2638068759.72,"direct","",1647734400,"2022-03-20"
1647820800000,41035.21,41514.5,40555.3,41252.55,85604.97,3514794516.92,"direct","",1647820800,"2022-03-21"
1647907200000,42361,43257.67,40889.36,41035.21,124877.19,5303947109.31,"direct","",1647907200,"2022-03-22"
1647993600000,42899.21,42972.89,41785.82,42361,93266.86,3941492110.6,"direct","",1647993600,"2022-03-23"
1648080000000,43986.2,44203.09,42622.98,42899.21,118492.66,5137566737.62,"direct","",1648080000,"2022-03-24"
1648166400000,44299.09,45073.08,43609.64,43986.2,113475.2,5030422696.73,"direct","",1648166400,"2022-03-25"
1648252800000,44499.85,44782.16,44083.66,44299.09,49019.04,2175905259.05,"direct","",1648252800,"2022-03-26"
1648339200000,46834.74,46890.15,44432.8,44499.85,90787.46,4126898764.65,"direct","",1648339200,"2022-03-27"
1648425600000,47105.67,48169.6,46672.05,46834.74,127865.2,6057589107.15,"direct","",1648425600,"2022-03-28"
1648512000000,47434.03,48075.2,47024.26,47105.67,104918.43,4988579350.77,"direct","",1648512000,"2022-03-29"
1648598400000,47056.18,47685.72,46596.52,47434.03,98400.43,4643501630.43,"direct","",1648598400,"2022-03-30"
1648684800000,45510.6,47583.11,45225.31,47056.18,93107.85,4346533520.25,"direct","",1648684800,"2022-03-31"
1648771200000,46276.55,46698.05,44264.02,45510.6,123565.01,5632784674.67,"direct","",1648771200,"2022-04-01"
1648857600000,45804.71,47138,45639.6,46276.55,108086.26,5019556836.38,"direct","",1648857600,"2022-04-02"
1648944000000,46407.86,47377.58,45548.21,45804.71,91425.14,4244238635.65,"direct","",1648944000,"2022-04-03"
1649030400000,46592.13,46880.13,45129.88,46407.86,121100.98,5571433257.42,"direct","",1649030400,"2022-04-04"
1649116800000,45496.99,47177.09,45401.21,46592.13,106839.7,4941089434.21,"direct","",1649116800,"2022-04-05"
1649203200000,43174.63,45503.48,43129.65,45496.99,157575.31,7001389417.93,"direct","",1649203200,"2022-04-06"
1649289600000,43452.24,43883.94,42763.94,43174.63,104964.91,4557723969.67,"direct","",1649289600,"2022-04-07"
1649376000000,42272.33,43959.46,42119.51,43452.24,117734.22,5086080376.83,"direct","",1649376000,"2022-04-08"
1649462400000,42746.31,42791.77,42128.05,42272.33,56761.15,2408790595.84,"direct","",1649462400,"2022-04-09"
1649548800000,42137.9,43399.59,41896.6,42746.31,64673.76,2759323479.61,"direct","",1649548800,"2022-04-10"
1649635200000,39512.06,42407.91,39222.72,42137.9,161798.72,6618037593.96,"direct","",1649635200,"2022-04-11"
1649721600000,40075.42,40633.64,39269.95,39512.06,151744.33,6070046279.9,"direct","",1649721600,"2022-04-12"
1649808000000,41141.03,41529.3,39591.39,40075.42,117447.55,4757671236.21,"direct","",1649808000,"2022-04-13"
1649894400000,39940.21,41485.88,39576.59,41141.03,91036.1,3695645860.56,"direct","",1649894400,"2022-04-14"
1649980800000,40551.47,40752.71,39778.41,39940.21,69181.44,2784621109.66,"direct","",1649980800,"2022-04-15"
1650067200000,40379.39,40681,40017.46,40551.47,46202.82,1865478319.46,"direct","",1650067200,"2022-04-16"
1650153600000,39678.87,40580.49,39563.09,40379.39,54057.05,2173369623.66,"direct","",1650153600,"2022-04-17"
1650240000000,40794.97,41080.02,38576.75,39678.87,131674.71,5228765235.99,"direct","",1650240000,"2022-04-18"
1650326400000,41490.7,41728.11,40579.33,40794.97,86376.2,3550853095.4,"direct","",1650326400,"2022-04-19"
1650412800000,41357.39,42183.39,40904.36,41490.7,101881.45,4228051341.24,"direct","",1650412800,"2022-04-20"
1650499200000,40477.34,42965.69,39866,41357.39,137829.59,5747886390.72,"direct","",1650499200,"2022-04-21"
1650585600000,39708.59,40785.81,39201.69,40477.34,112160.96,4497179520.12,"direct","",1650585600,"2022-04-22"
1650672000000,39437.46,39964.36,39302.61,39708.59,47618.48,1888336957.5,"direct","",1650672000,"2022-04-23"
1650758400000,39450.61,39930.1,39032.58,39437.46,63434.69,2509506137.41,"direct","",1650758400,"2022-04-24"
1650844800000,40425.22,40560.01,38225.32,39450.61,156370.19,6131317840.57,"direct","",1650844800,"2022-04-25"
1650931200000,38112.91,40767.62,37758.63,40425.22,153497.46,6026099166.38,"direct","",1650931200,"2022-04-26"
1651017600000,39231.27,39449.84,37890.75,38112.91,128479.29,4992342213.52,"direct","",1651017600,"2022-04-27"
1651104000000,39748,40350,38892.37,39231.27,129565.46,5135341317.94,"direct","",1651104000,"2022-04-28"
1651190400000,38584.86,39914.86,38180.54,39748,111776.93,4358792845.05,"direct","",1651190400,"2022-04-29"
1651276800000,37650.08,38770.31,37606.65,38584.86,74380.63,2852050381.38,"direct","",1651276800,"2022-04-30"
1651363200000,38473.15,38656.84,37424.82,37650.08,89765.34,3419577282.57,"direct","",1651363200,"2022-05-01"
1651449600000,38520.66,39132.65,38066.4,38473.15,125668.32,4860790295.7,"direct","",1651449600,"2022-05-02"
1651536000000,37723.83,38644.94,37523.85,38520.66,93493.46,3568690111.57,"direct","",1651536000,"2022-05-03"
1651622400000,39689.13,40002.6,37667.37,37723.83,144318.91,5623574520.77,"direct","",1651622400,"2022-05-04"
1651708800000,36550.56,39832.72,35618.96,39689.13,198808.67,7463620438.48,"direct","",1651708800,"2022-05-05"
1651795200000,36010.28,36656.29,35329.26,36550.56,174025.84,6271414305.39,"direct","",1651795200,"2022-05-06"
1651881600000,35475.19,36135.56,34840.98,36010.28,84018.95,2998135456.32,"direct","",1651881600,"2022-05-07"
1651968000000,34036.89,35507,33748.63,35475.19,180066.34,6208222321.21,"direct","",1651968000,"2022-05-08"
1652054400000,30096.15,34224.16,30062.45,34036.89,398967.27,12838202756.92,"direct","",1652054400,"2022-05-09"
1652140800000,31011.43,32631.29,29768.35,30096.15,351851.74,11001881545.63,"direct","",1652140800,"2022-05-10"
1652227200000,29101.63,32111.38,27851.45,31011.43,419263.75,12759025915.37,"direct","",1652227200,"2022-05-11"
1652313600000,29019.1,30199.59,26776.79,29101.63,411797.05,11677959873.8,"direct","",1652313600,"2022-05-12"
1652400000000,29288.66,31025.1,28759.45,29019.1,206689.12,6243771759.48,"direct","",1652400000,"2022-05-13"
1652486400000,30087.47,30301.96,28648.91,29288.66,117735.1,3460563837.06,"direct","",1652486400,"2022-05-14"
1652572800000,31317.35,31435.37,29511.38,30087.47,112458.68,3403058896.75,"direct","",1652572800,"2022-05-15"
1652659200000,29868.68,31330.1,29114.2,31317.35,154511.02,4621376980.6,"direct","",1652659200,"2022-05-16"
1652745600000,30445.01,30770.17,29460.41,29868.68,133300.1,4033722234.75,"direct","",1652745600,"2022-05-17"
1652832000000,28711.85,30705.86,28655.53,30445.01,150638.33,4446056843.72,"direct","",1652832000,"2022-05-18"
1652918400000,30316.22,30530.24,28692.08,28711.85,156465.54,4639745185.55,"direct","",1652918400,"2022-05-19"
1653004800000,29202.35,30758.94,28742.26,30316.22,147089.08,4372138442.6,"direct","",1653004800,"2022-05-20"
1653091200000,29449.66,29647.78,28967.99,29202.35,63400.19,1861108732.96,"direct","",1653091200,"2022-05-21"
1653177600000,30294.16,30480.73,29276.69,29449.66,87350.12,2613888109.06,"direct","",1653177600,"2022-05-22"
1653264000000,29111.29,30659.71,28892.45,30294.16,152236.32,4565476441.56,"direct","",1653264000,"2022-05-23"
1653350400000,29649.86,29827.05,28682.69,29111.29,136784.95,4005359000.77,"direct","",1653350400,"2022-05-24"
1653436800000,29544.22,30216.01,29338.11,29649.86,144565.44,4302447601.28,"direct","",1653436800,"2022-05-25"
1653523200000,29210.31,29880.16,28072.57,29544.22,200929.42,5871802268.22,"direct","",1653523200,"2022-05-26"
1653609600000,28614.82,29386.02,28289.91,29210.31,211658.43,6113268514.89,"direct","",1653609600,"2022-05-27"
1653696000000,29031.17,29223.62,28513.74,28614.82,82143.88,2370608249.1,"direct","",1653696000,"2022-05-28"
1653782400000,29466.84,29566.62,28842.07,29031.17,68250.39,1992169185.29,"direct","",1653782400,"2022-05-29"
1653868800000,31730.26,32157.08,29308.18,29466.84,212055.2,6528678367.47,"direct","",1653868800,"2022-05-30"
1653955200000,31794.27,32363.72,31251.48,31730.26,159253.74,5053624732.6,"direct","",1653955200,"2022-05-31"
1654041600000,29802.38,31972.07,29382.09,31794.27,219424.96,6751393477.01,"direct","",1654041600,"2022-06-01"
1654128000000,30453.55,30662.99,29601.6,29802.38,148500.68,4463063844.51,"direct","",1654128000,"2022-06-02"
1654214400000,29704.34,30690.43,29304.25,30453.55,129688.98,3876575987.23,"direct","",1654214400,"2022-06-03"
1654300800000,29864.56,29966.46,29487.14,29704.34,64910.28,1928169528.55,"direct","",1654300800,"2022-06-04"
1654387200000,29917.49,30167.53,29561.28,29864.56,67284.29,2009690099.73,"direct","",1654387200,"2022-06-05"
1654473600000,31371.59,31754.93,29893.02,29917.49,169877.13,5305590147.37,"direct","",1654473600,"2022-06-06"
1654560000000,31120.98,31569.89,29231.55,31371.59,233691.5,7062314309.26,"direct","",1654560000,"2022-06-07"
1654646400000,30204.06,31315.59,29871.03,31120.98,165971.09,5056513401.64,"direct","",1654646400,"2022-06-08"
1654732800000,30107.1,30684.51,29956.7,30204.06,108357.76,3277001301.72,"direct","",1654732800,"2022-06-09"
1654819200000,29089.39,30352.1,28877.35,30107.1,163401.08,4835497334.95,"direct","",1654819200,"2022-06-10"
1654905600000,28415.24,29434.64,28136.08,29089.39,149575.71,4294922231.7,"direct","",1654905600,"2022-06-11"
1654992000000,26587.48,28539.36,26573.13,28415.24,205690.44,5676824065.27,"direct","",1654992000,"2022-06-12"
1655078400000,22490.89,26878.42,21982.78,26587.48,514324.3,12501619177.39,"direct","",1655078400,"2022-06-13"
1655164800000,22152.86,23291.94,20860.12,22490.89,413400.29,9148864125.02,"direct","",1655164800,"2022-06-14"
1655251200000,22579.41,22775.63,20118.16,22152.86,448986.16,9528068050.66,"direct","",1655251200,"2022-06-15"
1655337600000,20399.97,22958.66,20235.45,22579.41,255884.01,5459876624.8,"direct","",1655337600,"2022-06-16"
1655424000000,20465.04,21348.15,20251.79,20399.97,228227.42,4727970600.53,"direct","",1655424000,"2022-06-17"
1655510400000,18974.13,20776.75,17639.53,20465.04,417101,7936491689.31,"direct","",1655510400,"2022-06-18"
1655596800000,20581.2,20802.64,17980.78,18974.13,326938.14,6334999502.12,"direct","",1655596800,"2022-06-19"
1655683200000,20576.35,21064.03,19639.12,20581.2,248845.26,5062116762.61,"direct","",1655683200,"2022-06-20"
1655769600000,20725.63,21706.02,20367.11,20576.35,235903.67,4972546110.81,"direct","",1655769600,"2022-06-21"
1655856000000,19980.47,20890.83,19788.77,20725.63,256820.63,5220265533.89,"direct","",1655856000,"2022-06-22"
1655942400000,21104.77,21213.15,19895.55,19980.47,203944.84,4193719778.83,"direct","",1655942400,"2022-06-23"
1656028800000,21233.75,21539.61,20749.17,21104.77,193570.46,4089066746.51,"direct","",1656028800,"2022-06-24"
1656115200000,21493.79,21594.4,20914.23,21233.75,147546.97,3138018172.11,"direct","",1656115200,"2022-06-25"
1656201600000,21042.23,21865.88,20991.62,21493.79,144561.15,3090944255.65,"direct","",1656201600,"2022-06-26"
1656288000000,20738.08,21509.72,20558.23,21042.23,174616.22,3668597502.32,"direct","",1656288000,"2022-06-27"
1656374400000,20280.01,21206.13,20214.06,20738.08,189128.04,3916133681.29,"direct","",1656374400,"2022-06-28"
1656460800000,20113.31,20422.23,19871.4,20280.01,218458.92,4399171466.89,"direct","",1656460800,"2022-06-29"
1656547200000,19923.95,20163.86,18658.06,20113.31,233277.4,4497362290.66,"direct","",1656547200,"2022-06-30"
1656633600000,19279.45,20825.17,18986.84,19923.95,266496.34,5228269488.69,"direct","",1656633600,"2022-07-01"
1656720000000,19249.14,19447.37,19002.23,19279.45,122032.17,2347845499.99,"direct","",1656720000,"2022-07-02"
1656806400000,19315.44,19637.95,18814.85,19249.14,119731.18,2297187935.36,"direct","",1656806400,"2022-07-03"
1656892800000,20230,20338.44,19058.64,19315.44,162046.59,3182257567.5,"direct","",1656892800,"2022-07-04"
1656979200000,20177.86,20734.75,19312.33,20230,202108.98,4040897576.9,"direct","",1656979200,"2022-07-05"
1657065600000,20562.9,20664.41,19773.07,20177.86,169861.94,3430109565.28,"direct","",1657065600,"2022-07-06"
1657152000000,21620.82,21827.42,20268.52,20562.9,161177.06,3378425843.89,"direct","",1657152000,"2022-07-07"
1657238400000,21617.89,22430.35,21196.08,21620.82,541465.29,11794592435.9,"direct","",1657238400,"2022-07-08"
1657324800000,21588.38,21960.58,21328.25,21617.89,304823.06,6590607140.62,"direct","",1657324800,"2022-07-09"
1657411200000,20861.04,21601.05,20669.24,21588.38,278067.23,5883522907.99,"direct","",1657411200,"2022-07-10"
1657497600000,19969.36,20866.54,19883.89,20861.04,196359.24,4016745135.62,"direct","",1657497600,"2022-07-11"
1657584000000,19333.17,20057.15,19263.57,19969.36,253164.3,4995086958.41,"direct","",1657584000,"2022-07-12"
